Var1_1;Var1_2
0.26;-8.77941084452841e-10
0.3;0.0167877407306564
0.35;0.0406779884044294
0.4;0.0685499440238312
0.45;0.10148952793767
0.5;0.141017028634276
0.55;0.189328418374573
0.6;0.249717655549944
0.65;0.327360960489707
0.7;0.430885367076057
0.75;0.575819536296947
0.8;0.793220790128282
0.85;1.15555621318051
0.9;1.88022705928496
